gender,fabric,mood,weather,skin_tone,style_preference,match_score
female,cotton blend,energetic / active,rainy / overcast,fair / light,casual wear,87
male,denim / heavy canvas,relaxed / laidback,rainy / overcast,medium / olive,casual wear,96
male,linen luxury,energetic / active,rainy / overcast,fair / light,casual wear,80
male,silk premium,relaxed / laidback,rainy / overcast,medium / olive,formal structured,69
female,cotton blend,happy / vibrant,rainy / overcast,medium / olive,casual wear,68
female,linen luxury,energetic / active,rainy / overcast,medium / olive,smart casual / layered,85
female,cotton blend,energetic / active,sunny / clear,medium / olive,casual wear,78
female,cotton blend,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,95
male,cotton blend,energetic / active,sunny / clear,dark / deep,casual wear,78
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,medium / olive,smart casual / layered,70
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,fair / light,smart casual / layered,76
female,silk premium,relaxed / laidback,rainy / overcast,medium / olive,casual wear,80
female,silk premium,relaxed / laidback,rainy / overcast,fair / light,casual wear,81
female,linen luxury,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,87
male,silk premium,relaxed / laidback,rainy / overcast,fair / light,formal structured,78
male,cotton blend,energetic / active,rainy / overcast,dark / deep,casual wear,71
female,cotton blend,happy / vibrant,sunny / clear,fair / light,formal structured,96
male,denim / heavy canvas,energetic / active,rainy / overcast,fair / light,casual wear,79
female,cotton blend,happy / vibrant,sunny / clear,dark / deep,casual wear,81
female,linen luxury,relaxed / laidback,sunny / clear,dark / deep,casual wear,98
male,cotton blend,happy / vibrant,rainy / overcast,fair / light,casual wear,69
male,cotton blend,happy / vibrant,rainy / overcast,dark / deep,formal structured,91
female,linen luxury,energetic / active,sunny / clear,medium / olive,casual wear,87
female,silk premium,energetic / active,sunny / clear,medium / olive,smart casual / layered,78
female,silk premium,relaxed / laidback,rainy / overcast,dark / deep,smart casual / layered,79
male,linen luxury,happy / vibrant,rainy / overcast,dark / deep,formal structured,97
female,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,casual wear,95
female,cotton blend,happy / vibrant,rainy / overcast,dark / deep,smart casual / layered,81
female,linen luxury,relaxed / laidback,rainy / overcast,fair / light,formal structured,92
male,cotton blend,relaxed / laidback,rainy / overcast,medium / olive,casual wear,83
female,denim / heavy canvas,relaxed / laidback,sunny / clear,dark / deep,smart casual / layered,87
female,cotton blend,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,96
male,linen luxury,relaxed / laidback,sunny / clear,fair / light,formal structured,77
female,cotton blend,energetic / active,rainy / overcast,medium / olive,casual wear,84
female,silk premium,happy / vibrant,rainy / overcast,dark / deep,casual wear,69
male,denim / heavy canvas,happy / vibrant,sunny / clear,medium / olive,smart casual / layered,73
female,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,smart casual / layered,93
male,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,smart casual / layered,70
male,linen luxury,happy / vibrant,rainy / overcast,dark / deep,casual wear,89
female,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,formal structured,95
female,silk premium,happy / vibrant,sunny / clear,dark / deep,formal structured,86
female,linen luxury,happy / vibrant,rainy / overcast,medium / olive,casual wear,66
female,silk premium,energetic / active,rainy / overcast,dark / deep,formal structured,69
male,cotton blend,happy / vibrant,rainy / overcast,dark / deep,smart casual / layered,91
female,cotton blend,energetic / active,sunny / clear,fair / light,formal structured,89
male,cotton blend,relaxed / laidback,rainy / overcast,fair / light,formal structured,72
female,cotton blend,happy / vibrant,rainy / overcast,dark / deep,formal structured,65
female,silk premium,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,84
female,linen luxury,relaxed / laidback,rainy / overcast,fair / light,casual wear,87
male,linen luxury,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,96
female,denim / heavy canvas,energetic / active,sunny / clear,dark / deep,casual wear,75
female,silk premium,relaxed / laidback,rainy / overcast,fair / light,casual wear,88
female,cotton blend,relaxed / laidback,rainy / overcast,dark / deep,casual wear,75
female,silk premium,relaxed / laidback,rainy / overcast,fair / light,formal structured,93
male,denim / heavy canvas,happy / vibrant,rainy / overcast,medium / olive,formal structured,90
female,denim / heavy canvas,happy / vibrant,rainy / overcast,fair / light,casual wear,80
male,silk premium,energetic / active,rainy / overcast,fair / light,casual wear,84
male,silk premium,energetic / active,sunny / clear,dark / deep,formal structured,67
male,silk premium,happy / vibrant,sunny / clear,dark / deep,smart casual / layered,65
male,linen luxury,energetic / active,rainy / overcast,fair / light,casual wear,65
male,cotton blend,happy / vibrant,sunny / clear,medium / olive,smart casual / layered,81
male,silk premium,relaxed / laidback,rainy / overcast,fair / light,formal structured,66
female,silk premium,relaxed / laidback,sunny / clear,fair / light,casual wear,93
male,silk premium,energetic / active,sunny / clear,medium / olive,smart casual / layered,84
male,denim / heavy canvas,happy / vibrant,sunny / clear,dark / deep,smart casual / layered,70
male,denim / heavy canvas,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,72
female,linen luxury,energetic / active,sunny / clear,dark / deep,formal structured,93
female,cotton blend,happy / vibrant,rainy / overcast,dark / deep,formal structured,97
male,linen luxury,relaxed / laidback,sunny / clear,medium / olive,smart casual / layered,67
female,cotton blend,energetic / active,sunny / clear,medium / olive,smart casual / layered,69
male,denim / heavy canvas,energetic / active,sunny / clear,dark / deep,formal structured,91
male,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,smart casual / layered,76
female,denim / heavy canvas,energetic / active,sunny / clear,dark / deep,smart casual / layered,84
male,linen luxury,happy / vibrant,rainy / overcast,fair / light,formal structured,84
female,silk premium,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,73
female,silk premium,happy / vibrant,sunny / clear,medium / olive,smart casual / layered,68
male,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,smart casual / layered,83
male,silk premium,happy / vibrant,sunny / clear,fair / light,formal structured,91
female,silk premium,energetic / active,sunny / clear,dark / deep,smart casual / layered,77
male,linen luxury,relaxed / laidback,rainy / overcast,medium / olive,formal structured,77
male,cotton blend,relaxed / laidback,sunny / clear,fair / light,formal structured,86
male,denim / heavy canvas,energetic / active,rainy / overcast,fair / light,casual wear,92
female,denim / heavy canvas,energetic / active,sunny / clear,medium / olive,casual wear,86
female,linen luxury,relaxed / laidback,rainy / overcast,dark / deep,smart casual / layered,83
male,linen luxury,relaxed / laidback,sunny / clear,medium / olive,formal structured,72
female,silk premium,relaxed / laidback,sunny / clear,medium / olive,casual wear,72
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,fair / light,smart casual / layered,90
female,cotton blend,relaxed / laidback,sunny / clear,fair / light,casual wear,90
female,linen luxury,happy / vibrant,sunny / clear,dark / deep,casual wear,87
female,cotton blend,energetic / active,sunny / clear,fair / light,formal structured,77
male,cotton blend,happy / vibrant,rainy / overcast,fair / light,formal structured,92
male,denim / heavy canvas,relaxed / laidback,sunny / clear,medium / olive,casual wear,73
male,denim / heavy canvas,relaxed / laidback,sunny / clear,fair / light,casual wear,84
female,linen luxury,relaxed / laidback,rainy / overcast,dark / deep,formal structured,83
female,denim / heavy canvas,happy / vibrant,rainy / overcast,medium / olive,smart casual / layered,76
male,denim / heavy canvas,happy / vibrant,rainy / overcast,dark / deep,formal structured,79
female,denim / heavy canvas,relaxed / laidback,sunny / clear,medium / olive,casual wear,95
male,cotton blend,happy / vibrant,sunny / clear,fair / light,smart casual / layered,78
male,linen luxury,happy / vibrant,sunny / clear,medium / olive,casual wear,75
male,silk premium,relaxed / laidback,rainy / overcast,medium / olive,smart casual / layered,90
female,cotton blend,happy / vibrant,sunny / clear,fair / light,casual wear,91
female,denim / heavy canvas,energetic / active,sunny / clear,fair / light,smart casual / layered,75
male,cotton blend,energetic / active,rainy / overcast,dark / deep,smart casual / layered,98
male,denim / heavy canvas,energetic / active,rainy / overcast,dark / deep,casual wear,83
male,denim / heavy canvas,energetic / active,rainy / overcast,fair / light,smart casual / layered,70
male,cotton blend,relaxed / laidback,rainy / overcast,fair / light,formal structured,92
female,linen luxury,relaxed / laidback,rainy / overcast,fair / light,casual wear,65
female,denim / heavy canvas,relaxed / laidback,sunny / clear,medium / olive,formal structured,72
male,linen luxury,energetic / active,rainy / overcast,medium / olive,casual wear,71
male,silk premium,energetic / active,sunny / clear,medium / olive,smart casual / layered,75
female,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,smart casual / layered,68
female,linen luxury,happy / vibrant,rainy / overcast,dark / deep,smart casual / layered,89
male,linen luxury,energetic / active,rainy / overcast,fair / light,casual wear,76
male,silk premium,energetic / active,rainy / overcast,medium / olive,formal structured,90
male,linen luxury,energetic / active,sunny / clear,medium / olive,formal structured,76
female,linen luxury,energetic / active,rainy / overcast,fair / light,casual wear,88
female,silk premium,happy / vibrant,rainy / overcast,fair / light,casual wear,80
female,denim / heavy canvas,energetic / active,rainy / overcast,medium / olive,formal structured,77
male,linen luxury,happy / vibrant,rainy / overcast,medium / olive,formal structured,89
male,linen luxury,energetic / active,rainy / overcast,medium / olive,formal structured,68
female,linen luxury,energetic / active,sunny / clear,fair / light,formal structured,75
female,cotton blend,energetic / active,sunny / clear,medium / olive,casual wear,96
male,silk premium,happy / vibrant,sunny / clear,medium / olive,casual wear,71
female,cotton blend,happy / vibrant,rainy / overcast,dark / deep,smart casual / layered,75
female,silk premium,relaxed / laidback,rainy / overcast,fair / light,formal structured,92
male,denim / heavy canvas,energetic / active,rainy / overcast,dark / deep,smart casual / layered,87
female,denim / heavy canvas,relaxed / laidback,sunny / clear,dark / deep,casual wear,87
male,linen luxury,relaxed / laidback,rainy / overcast,medium / olive,casual wear,92
male,silk premium,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,90
male,denim / heavy canvas,happy / vibrant,rainy / overcast,medium / olive,formal structured,89
male,silk premium,relaxed / laidback,sunny / clear,fair / light,formal structured,93
male,denim / heavy canvas,energetic / active,rainy / overcast,dark / deep,formal structured,83
male,cotton blend,happy / vibrant,sunny / clear,fair / light,formal structured,97
male,denim / heavy canvas,energetic / active,rainy / overcast,medium / olive,smart casual / layered,78
female,cotton blend,energetic / active,sunny / clear,medium / olive,smart casual / layered,78
male,denim / heavy canvas,relaxed / laidback,sunny / clear,medium / olive,casual wear,94
male,linen luxury,relaxed / laidback,sunny / clear,fair / light,formal structured,92
female,cotton blend,relaxed / laidback,rainy / overcast,dark / deep,formal structured,81
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,dark / deep,formal structured,67
female,linen luxury,happy / vibrant,sunny / clear,fair / light,smart casual / layered,80
male,cotton blend,happy / vibrant,sunny / clear,medium / olive,formal structured,94
female,linen luxury,relaxed / laidback,rainy / overcast,dark / deep,smart casual / layered,93
male,silk premium,happy / vibrant,rainy / overcast,medium / olive,formal structured,79
male,silk premium,relaxed / laidback,sunny / clear,fair / light,formal structured,89
male,cotton blend,energetic / active,rainy / overcast,medium / olive,casual wear,87
male,denim / heavy canvas,energetic / active,rainy / overcast,dark / deep,formal structured,89
female,cotton blend,energetic / active,rainy / overcast,dark / deep,formal structured,71
female,linen luxury,relaxed / laidback,rainy / overcast,medium / olive,casual wear,86
male,denim / heavy canvas,energetic / active,sunny / clear,fair / light,smart casual / layered,81
male,silk premium,happy / vibrant,rainy / overcast,medium / olive,smart casual / layered,82
male,denim / heavy canvas,energetic / active,rainy / overcast,fair / light,formal structured,74
female,silk premium,energetic / active,sunny / clear,medium / olive,smart casual / layered,74
male,denim / heavy canvas,energetic / active,sunny / clear,dark / deep,formal structured,71
male,denim / heavy canvas,happy / vibrant,rainy / overcast,fair / light,casual wear,91
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,fair / light,casual wear,97
female,linen luxury,happy / vibrant,rainy / overcast,fair / light,formal structured,65
male,linen luxury,relaxed / laidback,rainy / overcast,dark / deep,casual wear,98
female,cotton blend,relaxed / laidback,sunny / clear,medium / olive,casual wear,68
female,cotton blend,energetic / active,sunny / clear,dark / deep,formal structured,81
male,silk premium,relaxed / laidback,sunny / clear,fair / light,formal structured,68
female,linen luxury,happy / vibrant,rainy / overcast,medium / olive,casual wear,90
male,silk premium,happy / vibrant,rainy / overcast,dark / deep,smart casual / layered,68
female,cotton blend,relaxed / laidback,rainy / overcast,fair / light,smart casual / layered,65
male,silk premium,energetic / active,rainy / overcast,fair / light,formal structured,71
male,cotton blend,energetic / active,sunny / clear,dark / deep,formal structured,94
male,linen luxury,happy / vibrant,sunny / clear,dark / deep,smart casual / layered,73
female,denim / heavy canvas,energetic / active,rainy / overcast,dark / deep,casual wear,72
male,linen luxury,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,88
female,silk premium,relaxed / laidback,rainy / overcast,dark / deep,smart casual / layered,83
male,silk premium,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,91
male,linen luxury,relaxed / laidback,sunny / clear,dark / deep,smart casual / layered,96
female,linen luxury,happy / vibrant,rainy / overcast,fair / light,formal structured,78
male,cotton blend,relaxed / laidback,rainy / overcast,fair / light,formal structured,82
male,silk premium,happy / vibrant,sunny / clear,medium / olive,casual wear,92
female,silk premium,energetic / active,rainy / overcast,dark / deep,casual wear,93
male,linen luxury,relaxed / laidback,rainy / overcast,dark / deep,casual wear,80
male,denim / heavy canvas,relaxed / laidback,sunny / clear,fair / light,casual wear,95
male,silk premium,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,68
male,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,formal structured,81
female,linen luxury,relaxed / laidback,rainy / overcast,medium / olive,formal structured,90
female,linen luxury,happy / vibrant,sunny / clear,medium / olive,casual wear,68
male,cotton blend,relaxed / laidback,sunny / clear,fair / light,casual wear,94
female,silk premium,energetic / active,sunny / clear,dark / deep,smart casual / layered,94
male,denim / heavy canvas,happy / vibrant,rainy / overcast,dark / deep,smart casual / layered,86
female,cotton blend,relaxed / laidback,sunny / clear,medium / olive,casual wear,75
male,silk premium,energetic / active,sunny / clear,medium / olive,formal structured,66
male,cotton blend,energetic / active,sunny / clear,fair / light,formal structured,76
male,linen luxury,relaxed / laidback,sunny / clear,dark / deep,formal structured,94
male,silk premium,happy / vibrant,sunny / clear,fair / light,casual wear,82
male,cotton blend,relaxed / laidback,rainy / overcast,medium / olive,formal structured,90
male,cotton blend,energetic / active,rainy / overcast,dark / deep,smart casual / layered,71
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,dark / deep,smart casual / layered,65
male,cotton blend,happy / vibrant,rainy / overcast,medium / olive,casual wear,90
female,silk premium,energetic / active,rainy / overcast,fair / light,smart casual / layered,87
male,silk premium,relaxed / laidback,rainy / overcast,fair / light,casual wear,90
female,denim / heavy canvas,happy / vibrant,rainy / overcast,dark / deep,formal structured,70
female,silk premium,energetic / active,sunny / clear,medium / olive,formal structured,70
female,linen luxury,happy / vibrant,rainy / overcast,dark / deep,formal structured,72
male,silk premium,energetic / active,sunny / clear,medium / olive,smart casual / layered,88
male,silk premium,relaxed / laidback,sunny / clear,fair / light,casual wear,86
female,cotton blend,happy / vibrant,rainy / overcast,medium / olive,formal structured,83
male,cotton blend,energetic / active,sunny / clear,fair / light,casual wear,82
female,silk premium,happy / vibrant,sunny / clear,medium / olive,formal structured,95
male,denim / heavy canvas,happy / vibrant,sunny / clear,dark / deep,smart casual / layered,94
female,cotton blend,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,97
female,denim / heavy canvas,happy / vibrant,rainy / overcast,dark / deep,casual wear,74
male,silk premium,energetic / active,rainy / overcast,dark / deep,smart casual / layered,76
female,silk premium,energetic / active,rainy / overcast,fair / light,smart casual / layered,94
male,linen luxury,energetic / active,rainy / overcast,fair / light,casual wear,91
female,cotton blend,energetic / active,rainy / overcast,dark / deep,formal structured,73
female,silk premium,relaxed / laidback,rainy / overcast,dark / deep,smart casual / layered,85
male,linen luxury,happy / vibrant,rainy / overcast,dark / deep,casual wear,76
male,cotton blend,relaxed / laidback,rainy / overcast,dark / deep,smart casual / layered,93
male,silk premium,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,97
female,silk premium,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,79
male,cotton blend,happy / vibrant,sunny / clear,dark / deep,smart casual / layered,66
female,cotton blend,relaxed / laidback,rainy / overcast,medium / olive,casual wear,82
female,cotton blend,happy / vibrant,sunny / clear,medium / olive,casual wear,67
male,silk premium,relaxed / laidback,sunny / clear,fair / light,casual wear,71
male,silk premium,energetic / active,sunny / clear,dark / deep,smart casual / layered,82
female,linen luxury,energetic / active,sunny / clear,dark / deep,smart casual / layered,97
female,denim / heavy canvas,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,95
male,cotton blend,relaxed / laidback,sunny / clear,medium / olive,casual wear,75
male,silk premium,energetic / active,rainy / overcast,medium / olive,smart casual / layered,68
male,silk premium,relaxed / laidback,rainy / overcast,medium / olive,formal structured,82
male,cotton blend,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,68
male,denim / heavy canvas,happy / vibrant,rainy / overcast,medium / olive,formal structured,98
female,cotton blend,energetic / active,sunny / clear,fair / light,smart casual / layered,93
female,denim / heavy canvas,happy / vibrant,sunny / clear,fair / light,casual wear,88
female,silk premium,happy / vibrant,rainy / overcast,dark / deep,smart casual / layered,86
female,denim / heavy canvas,energetic / active,rainy / overcast,medium / olive,formal structured,66
male,linen luxury,energetic / active,sunny / clear,fair / light,formal structured,70
male,silk premium,relaxed / laidback,rainy / overcast,medium / olive,smart casual / layered,89
male,linen luxury,energetic / active,rainy / overcast,medium / olive,formal structured,85
female,cotton blend,relaxed / laidback,rainy / overcast,dark / deep,formal structured,80
female,cotton blend,relaxed / laidback,sunny / clear,medium / olive,casual wear,95
male,cotton blend,relaxed / laidback,sunny / clear,dark / deep,smart casual / layered,78
male,denim / heavy canvas,energetic / active,rainy / overcast,fair / light,smart casual / layered,92
female,silk premium,happy / vibrant,rainy / overcast,medium / olive,smart casual / layered,96
female,cotton blend,relaxed / laidback,rainy / overcast,fair / light,formal structured,92
male,cotton blend,happy / vibrant,rainy / overcast,medium / olive,smart casual / layered,73
male,silk premium,happy / vibrant,rainy / overcast,fair / light,smart casual / layered,86
female,cotton blend,energetic / active,sunny / clear,medium / olive,casual wear,96
male,linen luxury,happy / vibrant,rainy / overcast,medium / olive,casual wear,69
male,silk premium,happy / vibrant,sunny / clear,medium / olive,casual wear,87
male,silk premium,energetic / active,rainy / overcast,medium / olive,formal structured,69
female,silk premium,relaxed / laidback,sunny / clear,medium / olive,smart casual / layered,96
female,linen luxury,happy / vibrant,rainy / overcast,medium / olive,casual wear,74
female,silk premium,energetic / active,sunny / clear,medium / olive,casual wear,79
female,linen luxury,happy / vibrant,rainy / overcast,medium / olive,casual wear,71
female,silk premium,happy / vibrant,sunny / clear,medium / olive,smart casual / layered,93
female,denim / heavy canvas,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,67
female,cotton blend,happy / vibrant,sunny / clear,dark / deep,smart casual / layered,83
male,denim / heavy canvas,energetic / active,sunny / clear,medium / olive,formal structured,74
male,cotton blend,happy / vibrant,sunny / clear,dark / deep,formal structured,92
male,linen luxury,relaxed / laidback,sunny / clear,medium / olive,casual wear,93
male,denim / heavy canvas,relaxed / laidback,rainy / overcast,medium / olive,smart casual / layered,79
male,silk premium,energetic / active,sunny / clear,fair / light,casual wear,70
male,cotton blend,relaxed / laidback,rainy / overcast,fair / light,smart casual / layered,76
male,cotton blend,happy / vibrant,rainy / overcast,dark / deep,smart casual / layered,77
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,fair / light,smart casual / layered,93
female,linen luxury,energetic / active,rainy / overcast,fair / light,formal structured,83
male,denim / heavy canvas,relaxed / laidback,rainy / overcast,dark / deep,formal structured,67
male,linen luxury,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,72
female,linen luxury,relaxed / laidback,sunny / clear,medium / olive,casual wear,72
male,cotton blend,energetic / active,sunny / clear,dark / deep,smart casual / layered,84
male,denim / heavy canvas,relaxed / laidback,rainy / overcast,dark / deep,smart casual / layered,68
female,denim / heavy canvas,relaxed / laidback,sunny / clear,medium / olive,casual wear,85
male,linen luxury,happy / vibrant,sunny / clear,fair / light,smart casual / layered,67
female,denim / heavy canvas,energetic / active,sunny / clear,dark / deep,casual wear,72
male,silk premium,relaxed / laidback,sunny / clear,dark / deep,formal structured,87
female,silk premium,energetic / active,sunny / clear,medium / olive,formal structured,80
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,medium / olive,casual wear,77
female,denim / heavy canvas,relaxed / laidback,sunny / clear,fair / light,formal structured,67
male,linen luxury,relaxed / laidback,rainy / overcast,dark / deep,formal structured,73
female,silk premium,happy / vibrant,rainy / overcast,fair / light,casual wear,78
male,silk premium,happy / vibrant,rainy / overcast,fair / light,formal structured,77
male,cotton blend,happy / vibrant,rainy / overcast,medium / olive,smart casual / layered,71
male,linen luxury,energetic / active,rainy / overcast,dark / deep,smart casual / layered,79
male,cotton blend,energetic / active,sunny / clear,dark / deep,casual wear,71
female,silk premium,happy / vibrant,sunny / clear,dark / deep,formal structured,98
female,linen luxury,energetic / active,sunny / clear,medium / olive,smart casual / layered,86
male,denim / heavy canvas,relaxed / laidback,rainy / overcast,medium / olive,smart casual / layered,88
male,linen luxury,relaxed / laidback,sunny / clear,medium / olive,formal structured,65
female,denim / heavy canvas,relaxed / laidback,sunny / clear,medium / olive,formal structured,74
male,denim / heavy canvas,happy / vibrant,rainy / overcast,medium / olive,smart casual / layered,80
female,linen luxury,energetic / active,rainy / overcast,dark / deep,smart casual / layered,72
male,denim / heavy canvas,happy / vibrant,rainy / overcast,fair / light,casual wear,89
male,cotton blend,energetic / active,rainy / overcast,dark / deep,casual wear,76
female,silk premium,relaxed / laidback,sunny / clear,fair / light,smart casual / layered,89
male,denim / heavy canvas,happy / vibrant,rainy / overcast,medium / olive,casual wear,81
female,cotton blend,energetic / active,rainy / overcast,fair / light,smart casual / layered,90
male,denim / heavy canvas,energetic / active,sunny / clear,dark / deep,smart casual / layered,78
male,silk premium,relaxed / laidback,sunny / clear,dark / deep,casual wear,87
male,cotton blend,happy / vibrant,rainy / overcast,fair / light,casual wear,70
female,silk premium,happy / vibrant,sunny / clear,medium / olive,formal structured,69
male,silk premium,happy / vibrant,rainy / overcast,medium / olive,formal structured,89
male,cotton blend,relaxed / laidback,rainy / overcast,dark / deep,formal structured,82
male,cotton blend,happy / vibrant,sunny / clear,fair / light,smart casual / layered,77
male,cotton blend,relaxed / laidback,sunny / clear,medium / olive,casual wear,78
female,linen luxury,relaxed / laidback,rainy / overcast,medium / olive,smart casual / layered,92
female,cotton blend,relaxed / laidback,rainy / overcast,dark / deep,casual wear,82
male,cotton blend,energetic / active,rainy / overcast,medium / olive,smart casual / layered,92
female,cotton blend,happy / vibrant,sunny / clear,fair / light,formal structured,91
male,cotton blend,happy / vibrant,rainy / overcast,dark / deep,formal structured,96
male,denim / heavy canvas,relaxed / laidback,rainy / overcast,dark / deep,formal structured,73
male,linen luxury,relaxed / laidback,rainy / overcast,fair / light,smart casual / layered,96
female,silk premium,happy / vibrant,rainy / overcast,dark / deep,casual wear,84
female,cotton blend,relaxed / laidback,rainy / overcast,medium / olive,casual wear,92
female,denim / heavy canvas,happy / vibrant,sunny / clear,medium / olive,formal structured,97
female,denim / heavy canvas,energetic / active,rainy / overcast,fair / light,formal structured,68
female,denim / heavy canvas,relaxed / laidback,rainy / overcast,medium / olive,formal structured,98
female,silk premium,happy / vibrant,rainy / overcast,fair / light,formal structured,67
female,cotton blend,relaxed / laidback,rainy / overcast,fair / light,casual wear,90
female,linen luxury,happy / vibrant,sunny / clear,medium / olive,smart casual / layered,72
female,linen luxury,happy / vibrant,sunny / clear,fair / light,smart casual / layered,70
male,denim / heavy canvas,relaxed / laidback,sunny / clear,medium / olive,smart casual / layered,80
female,silk premium,energetic / active,rainy / overcast,dark / deep,smart casual / layered,88
female,silk premium,happy / vibrant,rainy / overcast,dark / deep,formal structured,94
female,silk premium,happy / vibrant,sunny / clear,fair / light,formal structured,77
female,linen luxury,happy / vibrant,sunny / clear,medium / olive,formal structured,69
female,denim / heavy canvas,energetic / active,sunny / clear,medium / olive,smart casual / layered,89
female,cotton blend,energetic / active,rainy / overcast,dark / deep,formal structured,84
female,linen luxury,relaxed / laidback,rainy / overcast,dark / deep,formal structured,82
female,denim / heavy canvas,energetic / active,sunny / clear,medium / olive,casual wear,82
female,denim / heavy canvas,relaxed / laidback,sunny / clear,fair / light,casual wear,66
female,cotton blend,relaxed / laidback,sunny / clear,dark / deep,formal structured,74
female,cotton blend,energetic / active,rainy / overcast,fair / light,casual wear,76
male,cotton blend,relaxed / laidback,rainy / overcast,fair / light,casual wear,77
male,silk premium,energetic / active,rainy / overcast,dark / deep,formal structured,75
female,cotton blend,relaxed / laidback,sunny / clear,fair / light,formal structured,83
female,denim / heavy canvas,energetic / active,sunny / clear,fair / light,formal structured,90
male,cotton blend,energetic / active,rainy / overcast,medium / olive,formal structured,78
